Sample ID,Max Probability
1,0.190656
2,0.67159754
3,0.37956092
4,0.22284505
5,0.5899475
6,0.4587821
7,0.32143632
8,0.6261882
9,0.61639255
10,0.22475897
11,0.6142608
12,0.35569608
13,0.17135534
14,0.67198503
15,0.4937883
16,0.3996056
17,0.43793306
18,0.47184327
19,0.26634583
20,0.2654962
21,0.48432875
22,0.22069418
23,0.27835628
24,0.46970314
25,0.3217632
26,0.25637513
27,0.26391616
28,0.15249072
29,0.54677963
30,0.4753813
31,0.45284644
32,0.20477939
33,0.41668466
34,0.26129782
35,0.30198294
36,0.277879
37,0.2782285
38,0.30890113
39,0.32788932
40,0.56870157
41,0.35337847
42,0.43662813
43,0.19281858
44,0.5415081
45,0.40331587
46,0.24090238
47,0.44247904
48,0.46000284
49,0.2068787
50,0.1734598
51,0.2561633
52,0.09736689
53,0.21502185
54,0.12853214
55,0.37572
56,0.22813982
57,0.2957473
58,0.43296596
59,0.54473865
60,0.06550823
61,0.3617474
62,0.08605679
63,0.15279157
64,0.31200323
65,0.18937287
66,0.049445115
67,0.27178383
68,0.5235388
69,0.15993078
70,0.106951125
71,0.56550366
72,0.47155544
73,0.24538241
74,0.33953512
75,0.7053219
76,0.2522542
77,0.50412226
78,0.09190619
79,0.3017259
80,0.6226621
81,0.49926645
82,0.5998565
83,0.215255
84,0.26934108
85,0.73818743
86,0.6641451
87,0.25162038
88,0.31300953
89,0.24937437
90,0.58564854
91,0.10017555
92,0.18441595
93,0.5725347
94,0.6141161
95,0.38526502
96,0.27952427
97,0.08021728
98,0.48148406
99,0.49279514
100,0.09405033
101,0.22300434
102,0.21213251
103,0.20644078
104,0.4442121
105,0.2614858
106,0.22315289
107,0.32789072
108,0.23986062
109,0.41481265
110,0.12592669
111,0.11322796
112,0.23281139
113,0.13713181
114,0.19961993
115,0.24755462
116,0.12967041
117,0.20344414
118,0.07770899
119,0.16341746
120,0.14985088
121,0.1533972
122,0.48179018
123,0.055311963
124,0.22373919
125,0.38423446
126,0.19910632
127,0.4664385
128,0.51485974
129,0.3258775
130,0.34434205
131,0.22850941
132,0.22875263
133,0.20281602
134,0.34552383
135,0.23466681
136,0.14990222
137,0.16761222
138,0.4242807
139,0.44258073
140,0.80418944
141,0.5544746
142,0.59874827
143,0.3714425
144,0.3686148
145,0.31099793
146,0.5291065
147,0.5330047
148,0.5285949
149,0.3397637
150,0.5590903
151,0.5669399
152,0.3234489
153,0.44393006
154,0.51879126
155,0.09996943
156,0.51469135
157,0.7451863
158,0.7468377
159,0.10126987
160,0.17373365
161,0.24364908
162,0.42874348
163,0.44158024
164,0.095186606
165,0.33821434
166,0.18940729
167,0.44471985
168,0.12722138
169,0.588723
170,0.23885988
171,0.26386172
172,0.17799482
173,0.28626174
174,0.17219405
175,0.23457168
176,0.12325242
177,0.26622406
178,0.18218757
179,0.24135487
180,0.10004762
181,0.21919589
182,0.149397
183,0.1494161
184,0.5263182
185,0.49722663
186,0.55173206
187,0.32507345
188,0.24751465
189,0.15062034
190,0.21536224
191,0.215689
192,0.5160562
193,0.30857584
194,0.14680518
195,0.40340137
196,0.3168335
197,0.087712325
198,0.32278845
199,0.32093087
200,0.061820883
201,0.24099863
202,0.1545034
203,0.21235344
204,0.26112887
205,0.09919384
206,0.19902515
207,0.18456338
208,0.40390608
209,0.10899331
210,0.35957223
211,0.39172134
212,0.4637638
213,0.27168897
214,0.4921496
215,0.13350531
216,0.5538492
217,0.6653793
218,0.44303456
219,0.49725574
220,0.22226834
221,0.3876455
222,0.19543831
223,0.22928579
224,0.04785811
225,0.19042939
226,0.2611048
227,0.49691242
228,0.6379287
229,0.715065
230,0.09940884
231,0.1379092
232,0.1284202
233,0.32516882
234,0.27089718
235,0.2833065
236,0.08265377
237,0.24026033
238,0.08408689
239,0.34003803
240,0.2714168
241,0.082118325
242,0.3279598
243,0.13874131
244,0.16291039
245,0.31661472
246,0.34907255
247,0.3089636
248,0.1652125
249,0.35723346
250,0.13844396
251,0.7370684
252,0.60205483
253,0.2240212
254,0.1989405
255,0.2065777
256,0.24909732
257,0.57110494
258,0.31742296
259,0.40095124
260,0.21717209
261,0.20921117
262,0.16850613
263,0.16300055
264,0.18283881
265,0.1612557
266,0.2792423
267,0.38964933
268,0.48574227
269,0.122219004
270,0.18418789
271,0.051975016
272,0.17614664
273,0.2226569
274,0.13076816
275,0.24600436
276,0.119717896
277,0.28991318
278,0.23602821
279,0.21822307
280,0.10601309
281,0.17878386
282,0.33144102
283,0.22047418
284,0.29459006
285,0.28924403
286,0.30602622
287,0.5596183
288,0.47924414
289,0.350064
290,0.39108634
291,0.3011777
292,0.2740459
293,0.20519434
294,0.25163007
295,0.25591844
296,0.24461803
297,0.16296737
298,0.23632047
299,0.49738318
