Sample ID,Max Probability
1,0.5493098
2,0.48807997
3,0.4464308
4,0.6533624
5,0.3947602
6,0.10973514
7,0.08883869
8,0.09960586
9,0.7051486
10,0.56504565
11,0.4942308
12,0.6050697
13,0.08763517
14,0.6101544
15,0.2654628
16,0.08208503
17,0.18369244
18,0.17202245
19,0.55630517
20,0.12535985
21,0.28735596
22,0.292189
23,0.20273867
24,0.34670395
25,0.13946317
26,0.24072844
27,0.32428202
28,0.26230925
29,0.45232692
30,0.22359006
31,0.2730741
32,0.10677491
33,0.27517372
34,0.35446504
35,0.33073166
36,0.17724974
37,0.41479352
38,0.38135135
39,0.3929671
40,0.3486595
41,0.07810455
42,0.31927374
43,0.06646721
44,0.2080776
45,0.14217979
46,0.24233088
47,0.20525411
48,0.104566775
49,0.25102064
50,0.41002893
51,0.20403628
52,0.116700806
53,0.16425234
54,0.26461953
55,0.45417392
56,0.10663055
57,0.38755617
58,0.0760196
59,0.047989678
60,0.05693204
61,0.24932437
62,0.18201315
63,0.2157483
64,0.23480953
65,0.30701858
66,0.3986503
67,0.0960711
68,0.069017105
69,0.14308004
70,0.75355244
71,0.32414436
72,0.23314406
73,0.6417405
74,0.41613078
75,0.4516478
76,0.45312852
77,0.07044137
78,0.39766523
79,0.52391785
80,0.76229864
81,0.8451019
82,0.29485333
83,0.07626416
84,0.15408993
85,0.20796084
86,0.08325266
87,0.6879008
88,0.66911477
89,0.13353075
90,0.13451476
91,0.301246
92,0.41151384
93,0.3686509
94,0.31220844
95,0.17853604
96,0.51580805
97,0.57843405
98,0.35704872
99,0.29653028
100,0.27994806
101,0.32788655
102,0.054196674
103,0.41238523
104,0.12756512
105,0.36936978
106,0.18861398
107,0.42928186
108,0.25502467
109,0.3919864
110,0.15400265
111,0.057955373
112,0.27784693
113,0.39565676
114,0.4641821
115,0.060604714
116,0.123533316
117,0.100648664
118,0.05996003
119,0.131816
120,0.4825736
121,0.57963365
122,0.5639983
123,0.37501466
124,0.4930319
125,0.18205263
126,0.4393519
127,0.56971914
128,0.66274077
129,0.18980664
130,0.12329087
131,0.19103867
132,0.2549528
133,0.1401741
134,0.10831855
135,0.17275117
136,0.091526225
137,0.28935897
138,0.19565256
139,0.090457216
140,0.05684305
141,0.3211949
142,0.4784598
143,0.35598752
144,0.46684495
145,0.17432776
146,0.44837987
147,0.27417108
148,0.6888024
149,0.5508011
150,0.17440568
151,0.49439746
152,0.1274214
153,0.3742207
154,0.6932066
155,0.38248533
156,0.21657218
157,0.5626061
158,0.5419395
159,0.5812936
160,0.07058025
161,0.43629077
162,0.38027856
163,0.068981856
164,0.41011155
165,0.23359652
166,0.18198939
167,0.63763976
168,0.27448717
169,0.26511782
170,0.124558896
171,0.16750878
172,0.20801695
173,0.3324805
174,0.12784757
175,0.17597593
176,0.10676756
177,0.100203566
178,0.26035944
179,0.18395138
180,0.10201951
181,0.11429526
182,0.10337906
183,0.5708975
184,0.3030417
185,0.06742894
186,0.064830855
187,0.3242118
188,0.0797824
189,0.4623151
190,0.39351645
191,0.24885446
192,0.35596624
193,0.1707896
194,0.3526359
195,0.09088853
196,0.19657819
197,0.35258627
198,0.2500105
199,0.33001325
200,0.45308775
201,0.2517929
202,0.57745296
203,0.25083786
204,0.42189074
205,0.3969038
206,0.3851628
207,0.5536576
208,0.6465264
209,0.38960728
210,0.49349013
211,0.5076903
212,0.20458986
213,0.33716702
214,0.054791033
215,0.48624578
216,0.15309377
217,0.05658965
218,0.66905177
219,0.11629978
220,0.3116678
221,0.43050674
222,0.3071158
223,0.22708185
224,0.31660628
225,0.29505843
226,0.2198064
227,0.45399907
228,0.303375
229,0.054101467
230,0.122606754
231,0.12946941
232,0.047376927
233,0.16253492
234,0.06810466
235,0.19926955
236,0.2981307
237,0.21257098
238,0.08770009
239,0.0934218
240,0.21734688
241,0.11749646
242,0.21609682
243,0.5775785
244,0.25458777
245,0.42363667
246,0.067988366
247,0.59857816
248,0.22115494
249,0.22077368
250,0.07278696
251,0.21343358
252,0.39605626
253,0.32286146
254,0.58012164
255,0.20905215
256,0.4361239
257,0.2064473
258,0.118128605
259,0.33267382
260,0.1478143
261,0.3900271
262,0.065524384
263,0.317925
264,0.41175342
265,0.079727806
266,0.16632155
267,0.21566969
268,0.08590471
269,0.16687499
270,0.060718425
271,0.3719311
272,0.17896432
273,0.046783134
274,0.08384908
275,0.08749509
276,0.25729886
277,0.1940516
278,0.049121287
279,0.105974436
280,0.21818882
281,0.27017
282,0.12566464
283,0.65832806
284,0.08417078
285,0.2254767
286,0.22224003
287,0.2590814
288,0.2836089
289,0.17186809
290,0.040896416
291,0.4402439
292,0.48744705
293,0.27315575
294,0.30679408
295,0.17208956
296,0.23306946
297,0.055267416
298,0.13871975
299,0.14906038
