Sample ID,Max Probability
1,0.14813167
2,0.34383067
3,0.09990894
4,0.58016485
5,0.057696898
6,0.16215181
7,0.06633751
8,0.22270702
9,0.07628469
10,0.44199392
11,0.11605456
12,0.107620865
13,0.55605376
14,0.39793068
15,0.5893725
16,0.19454111
17,0.6606472
18,0.13048634
19,0.111991405
20,0.31367612
21,0.1965729
22,0.3910567
23,0.10261951
24,0.09568184
25,0.10981821
26,0.43110862
27,0.07697077
28,0.31087554
29,0.47795117
30,0.32555255
31,0.11941361
32,0.5013266
33,0.049900435
34,0.44480163
35,0.18484332
36,0.07206002
37,0.56583697
38,0.23432015
39,0.25840563
40,0.0618749
41,0.0884661
42,0.048767712
43,0.060373638
44,0.42048988
45,0.08412679
46,0.15575045
47,0.45443922
48,0.5853553
49,0.07935552
50,0.19256097
51,0.080525756
52,0.14437948
53,0.06806756
54,0.20511904
55,0.21518245
56,0.19707906
57,0.056416426
58,0.14723219
59,0.08154008
60,0.07918727
61,0.38258666
62,0.07192051
63,0.18062116
64,0.077982455
65,0.20871578
66,0.06558623
67,0.16864799
68,0.07789034
69,0.15504524
70,0.052991435
71,0.09131924
72,0.3113248
73,0.04396151
74,0.09777257
75,0.42434704
76,0.25183523
77,0.42331952
78,0.060935896
79,0.046203934
80,0.8661485
81,0.28771037
82,0.40951174
83,0.05259751
84,0.209437
85,0.35120565
86,0.6995783
87,0.080518685
88,0.27886027
89,0.15982038
90,0.082731985
91,0.29018825
92,0.17732266
93,0.6475053
94,0.06315898
95,0.64971757
96,0.14888325
97,0.4667375
98,0.2662654
99,0.34561694
100,0.1684106
101,0.1185896
102,0.04569452
103,0.17890185
104,0.10898982
105,0.2806906
106,0.08734283
107,0.26263586
108,0.33008385
109,0.4779912
110,0.27927113
111,0.16636977
112,0.15043901
113,0.08515782
114,0.18539265
115,0.20786333
116,0.21312436
117,0.05663527
118,0.12809478
119,0.13521232
120,0.3430235
121,0.0542617
122,0.051782247
123,0.07326866
124,0.16137277
125,0.10643848
126,0.44835737
127,0.0840642
128,0.07860782
129,0.24586315
130,0.26987946
131,0.1168539
132,0.14806192
133,0.39749482
134,0.16588353
135,0.28861412
136,0.25379682
137,0.1951539
138,0.24245723
139,0.24819101
140,0.051676463
141,0.14494461
142,0.2913007
143,0.59164304
144,0.14258471
145,0.12925445
146,0.54707456
147,0.6359622
148,0.053411443
149,0.16922608
150,0.097949415
151,0.0732809
152,0.09376122
153,0.52273774
154,0.33607495
155,0.5759982
156,0.40773395
157,0.23736657
158,0.43387735
159,0.080360994
160,0.08989088
161,0.076217405
162,0.31532717
163,0.056087956
164,0.071918786
165,0.27190626
166,0.22587872
167,0.05007852
168,0.2892967
169,0.09666825
170,0.28056884
171,0.08587479
172,0.0437898
173,0.13945697
174,0.2936548
175,0.14129886
176,0.18762638
177,0.049778286
178,0.092396535
179,0.27394018
180,0.20485057
181,0.099067345
182,0.19091181
183,0.15835993
184,0.1829881
185,0.05961008
186,0.14269401
187,0.07732351
188,0.09205303
189,0.051848408
190,0.16596758
191,0.1861549
192,0.1277686
193,0.14621086
194,0.085475795
195,0.12325975
196,0.2045191
197,0.204678
198,0.1986925
199,0.23511039
200,0.08318256
201,0.06848921
202,0.22269212
203,0.21218856
204,0.38322946
205,0.13143364
206,0.13660368
207,0.058066506
208,0.07947301
209,0.44846386
210,0.15791129
211,0.31243804
212,0.20487739
213,0.2170874
214,0.2169051
215,0.3932087
216,0.051387515
217,0.23410587
218,0.079516545
219,0.16054308
220,0.30262977
221,0.09178757
222,0.12096466
223,0.2693303
224,0.078488246
225,0.121759385
226,0.08319877
227,0.30608737
228,0.31180996
229,0.46501622
230,0.09632799
231,0.10104492
232,0.077848025
233,0.1266724
234,0.15865435
235,0.107163064
236,0.25092304
237,0.05453426
238,0.15834907
239,0.1934939
240,0.06791672
241,0.13262431
242,0.20495245
243,0.11400286
244,0.09126962
245,0.06896878
246,0.06977186
247,0.23655629
248,0.2713666
249,0.083274044
250,0.13574806
251,0.27021417
252,0.12561841
253,0.05729139
254,0.17679803
255,0.18353766
256,0.11768798
257,0.09770347
258,0.4820219
259,0.3580405
260,0.22804306
261,0.104657464
262,0.21444997
263,0.24579579
264,0.056442335
265,0.18656814
266,0.43088293
267,0.16531456
268,0.4533828
269,0.29625353
270,0.073761284
271,0.13100916
272,0.11374484
273,0.043023687
274,0.218971
275,0.07275581
276,0.079399936
277,0.2446266
278,0.076617494
279,0.19070978
280,0.09624427
281,0.06421397
282,0.23872213
283,0.16701688
284,0.062093187
285,0.08407528
286,0.16176845
287,0.067485064
288,0.09715259
289,0.06624837
290,0.039053936
291,0.07816635
292,0.07817082
293,0.0532868
294,0.077256605
295,0.1710949
296,0.07971531
297,0.04353918
298,0.22642978
299,0.070004724
