Sample ID,Max Probability
1,0.4642563
2,0.06542117
3,0.14565837
4,0.0977646
5,0.4231848
6,0.5749306
7,0.37482157
8,0.11807586
9,0.2379363
10,0.10503082
11,0.31817108
12,0.27186257
13,0.54041517
14,0.09186065
15,0.11890833
16,0.4144756
17,0.2677428
18,0.5273555
19,0.07758758
20,0.30086678
21,0.34828418
22,0.1851758
23,0.28151646
24,0.53595144
25,0.3736637
26,0.18755274
27,0.20230877
28,0.25090942
29,0.082492605
30,0.27648124
31,0.0681805
32,0.068479925
33,0.3281178
34,0.28223112
35,0.40889427
36,0.2553713
37,0.34251097
38,0.052667152
39,0.07973481
40,0.1654581
41,0.15933277
42,0.14901502
43,0.2042661
44,0.22527924
45,0.2073873
46,0.049953148
47,0.177361
48,0.1802004
49,0.091411516
50,0.44578347
51,0.104820356
52,0.19617793
53,0.13711338
54,0.43497187
55,0.13876498
56,0.13355564
57,0.30625337
58,0.45346513
59,0.16139513
60,0.16576824
61,0.0984288
62,0.079028755
63,0.092279054
64,0.10479244
65,0.20873882
66,0.11846128
67,0.10606497
68,0.16408582
69,0.06761658
70,0.42995167
71,0.30279064
72,0.14313102
73,0.5545715
74,0.57871294
75,0.54676706
76,0.49492848
77,0.062892646
78,0.23241203
79,0.48988515
80,0.74547863
81,0.6172175
82,0.22222689
83,0.37928995
84,0.066666216
85,0.24073985
86,0.27059865
87,0.6879427
88,0.80865556
89,0.3819819
90,0.2986304
91,0.5540116
92,0.7713104
93,0.52220047
94,0.3965381
95,0.445054
96,0.29655463
97,0.1775279
98,0.17200916
99,0.26757434
100,0.15518694
101,0.087829314
102,0.19139841
103,0.22568047
104,0.2403462
105,0.2022944
106,0.13069522
107,0.10304715
108,0.19863868
109,0.4541078
110,0.20654324
111,0.18131521
112,0.12716548
113,0.3029179
114,0.20439233
115,0.120258495
116,0.19972886
117,0.15705691
118,0.35555378
119,0.18527204
120,0.06863421
121,0.26109642
122,0.32771835
123,0.26839587
124,0.27156296
125,0.3119646
126,0.2388879
127,0.08474045
128,0.14437622
129,0.2811555
130,0.47393125
131,0.19966057
132,0.21289815
133,0.09054295
134,0.1522211
135,0.43791977
136,0.15793757
137,0.1503847
138,0.08715193
139,0.35313344
140,0.29916385
141,0.70015407
142,0.14471376
143,0.35969517
144,0.27789232
145,0.1174118
146,0.54273635
147,0.16964468
148,0.62651783
149,0.370762
150,0.10503902
151,0.51185036
152,0.50677
153,0.45338476
154,0.30742326
155,0.17868401
156,0.67536646
157,0.6543708
158,0.6864255
159,0.604692
160,0.18862036
161,0.11767217
162,0.29992342
163,0.43947268
164,0.48320964
165,0.40274492
166,0.06892428
167,0.1721217
168,0.13934131
169,0.63859755
170,0.07902503
171,0.23716155
172,0.07418786
173,0.13726708
174,0.102378644
175,0.075034775
176,0.20858322
177,0.090346545
178,0.18107869
179,0.13491152
180,0.118587576
181,0.29688808
182,0.08229526
183,0.088433616
184,0.08129982
185,0.2071526
186,0.103366286
187,0.19461417
188,0.056179825
189,0.07175163
190,0.3634906
191,0.3764578
192,0.2610097
193,0.40700614
194,0.08453776
195,0.34528354
196,0.12569691
197,0.2995692
198,0.304098
199,0.27674058
200,0.52758276
201,0.050012004
202,0.3457057
203,0.1075008
204,0.17196834
205,0.46953484
206,0.19117627
207,0.18210894
208,0.13069034
209,0.60514945
210,0.66659576
211,0.33711627
212,0.08185283
213,0.18917024
214,0.45267588
215,0.06918714
216,0.15817294
217,0.5004707
218,0.37852016
219,0.15460931
220,0.0610139
221,0.07446101
222,0.21183495
223,0.21211657
224,0.39024204
225,0.10727559
226,0.17683512
227,0.40973297
228,0.41087747
229,0.41804048
230,0.095450826
231,0.099810235
232,0.1358738
233,0.17017357
234,0.1392329
235,0.1591102
236,0.082030006
237,0.15150143
238,0.23964368
239,0.25680983
240,0.10747533
241,0.12495174
242,0.2766883
243,0.4344477
244,0.3044646
245,0.2954697
246,0.068509705
247,0.17131485
248,0.17277785
249,0.29846182
250,0.63820124
251,0.24242617
252,0.17494442
253,0.24686678
254,0.08107946
255,0.14532319
256,0.11291709
257,0.13175347
258,0.061003346
259,0.22362714
260,0.06552793
261,0.2557299
262,0.10180771
263,0.19946049
264,0.5109005
265,0.19343685
266,0.30043203
267,0.17182931
268,0.28513342
269,0.17872748
270,0.08840034
271,0.12023918
272,0.067914285
273,0.1284598
274,0.12335534
275,0.13150437
276,0.07809783
277,0.07338738
278,0.118364275
279,0.05576944
280,0.05860978
281,0.06949827
282,0.09934862
283,0.12722714
284,0.08724854
285,0.17759262
286,0.06772283
287,0.07108619
288,0.13343212
289,0.10433612
290,0.37497166
291,0.14331241
292,0.06888445
293,0.41478798
294,0.10057055
295,0.08072361
296,0.056649014
297,0.06721243
298,0.25933155
299,0.1470336
