Sample ID,Max Probability
1,0.06204625
2,0.26219642
3,0.3006736
4,0.13591042
5,0.42159793
6,0.08787724
7,0.114059016
8,0.05517364
9,0.04512588
10,0.10132168
11,0.53548765
12,0.62092555
13,0.2646293
14,0.08985612
15,0.15721875
16,0.35930037
17,0.35365164
18,0.23175247
19,0.16105604
20,0.15301895
21,0.27459112
22,0.114588805
23,0.40225574
24,0.10874462
25,0.21712509
26,0.3373943
27,0.049112935
28,0.39640772
29,0.104109645
30,0.22616807
31,0.04163709
32,0.14564745
33,0.098460965
34,0.12741107
35,0.3826071
36,0.17131953
37,0.094877236
38,0.40493128
39,0.2550651
40,0.21054107
41,0.31493965
42,0.09619533
43,0.10564589
44,0.18848202
45,0.27401435
46,0.10114582
47,0.13889876
48,0.15432212
49,0.23906526
50,0.21601057
51,0.10986829
52,0.0702156
53,0.1793195
54,0.1375196
55,0.14311421
56,0.09915197
57,0.046072643
58,0.08017723
59,0.29125884
60,0.20286517
61,0.49902815
62,0.48003814
63,0.2789262
64,0.20884411
65,0.25401106
66,0.06931154
67,0.14363873
68,0.16482276
69,0.08238896
70,0.2869028
71,0.09585174
72,0.08266945
73,0.28872266
74,0.07079569
75,0.17143801
76,0.28873864
77,0.11569236
78,0.13044193
79,0.049529627
80,0.9042784
81,0.09395156
82,0.5751552
83,0.10950058
84,0.15527655
85,0.9419236
86,0.78009427
87,0.3495658
88,0.72562337
89,0.40424857
90,0.12459237
91,0.35965565
92,0.24844423
93,0.54107225
94,0.39381564
95,0.28775445
96,0.05651144
97,0.18983707
98,0.5533949
99,0.5233392
100,0.15192997
101,0.2870261
102,0.22394186
103,0.0930867
104,0.09248201
105,0.17445776
106,0.0980492
107,0.12691467
108,0.09333303
109,0.17342798
110,0.06999917
111,0.075479284
112,0.09319884
113,0.083598204
114,0.12103489
115,0.10366711
116,0.14844956
117,0.119114995
118,0.1950721
119,0.12527665
120,0.057806607
121,0.21040584
122,0.13964686
123,0.28375185
124,0.07634105
125,0.28733754
126,0.45009333
127,0.1919938
128,0.06389946
129,0.061475225
130,0.24133146
131,0.08042981
132,0.3879117
133,0.1124544
134,0.1609786
135,0.1912372
136,0.11676438
137,0.1953249
138,0.26261044
139,0.37022913
140,0.47780553
141,0.15448998
142,0.3540713
143,0.25928688
144,0.42005754
145,0.53952855
146,0.42522603
147,0.38623318
148,0.2757025
149,0.2604936
150,0.3981968
151,0.06879657
152,0.5244638
153,0.17742862
154,0.36068004
155,0.121879086
156,0.3247572
157,0.15180059
158,0.15130794
159,0.31167617
160,0.41042426
161,0.10135576
162,0.05732879
163,0.2645884
164,0.32263076
165,0.108103156
166,0.1637054
167,0.3845232
168,0.07356084
169,0.15870275
170,0.2515238
171,0.11422848
172,0.1683564
173,0.11319628
174,0.05047234
175,0.36652192
176,0.2092875
177,0.16677621
178,0.08858497
179,0.16458784
180,0.3444834
181,0.08395525
182,0.089147635
183,0.13657916
184,0.050698627
185,0.6765191
186,0.06288855
187,0.07329298
188,0.07414155
189,0.06365733
190,0.35437182
191,0.44830933
192,0.6724939
193,0.40444213
194,0.39612132
195,0.078100994
196,0.27790487
197,0.07781774
198,0.27029893
199,0.15686987
200,0.12013467
201,0.32549185
202,0.27662972
203,0.4893585
204,0.2981324
205,0.2385795
206,0.39755067
207,0.22535947
208,0.20367154
209,0.058521576
210,0.0758491
211,0.15398885
212,0.314688
213,0.3472146
214,0.05917325
215,0.0874776
216,0.2898887
217,0.38120395
218,0.4039892
219,0.3321201
220,0.35826522
221,0.0981906
222,0.09240776
223,0.15510298
224,0.1032575
225,0.2696425
226,0.27916697
227,0.3349922
228,0.24488257
229,0.075314134
230,0.05599952
231,0.109270945
232,0.1301031
233,0.14065959
234,0.113397874
235,0.06939109
236,0.08523479
237,0.075970136
238,0.2108568
239,0.096456684
240,0.20232065
241,0.34388295
242,0.22334401
243,0.074769855
244,0.49247804
245,0.23710392
246,0.061818622
247,0.12701842
248,0.21320082
249,0.23988707
250,0.5255653
251,0.18389985
252,0.30152068
253,0.36987543
254,0.12938254
255,0.1984548
256,0.41901985
257,0.15294653
258,0.20973203
259,0.07185435
260,0.39754522
261,0.19816573
262,0.36410603
263,0.25088444
264,0.26373133
265,0.27706376
266,0.30975473
267,0.045422263
268,0.24828707
269,0.39010137
270,0.07523112
271,0.089543864
272,0.14958802
273,0.08566424
274,0.11817415
275,0.09895777
276,0.06851982
277,0.10723977
278,0.0711839
279,0.1658437
280,0.13584717
281,0.054950166
282,0.13116337
283,0.12940297
284,0.09355746
285,0.046133753
286,0.08393155
287,0.08624994
288,0.09299205
289,0.1266961
290,0.30271485
291,0.43957862
292,0.12331341
293,0.20637076
294,0.12371971
295,0.18966301
296,0.3466733
297,0.18473947
298,0.34299222
299,0.22295853
