13,775,119,67,35,212,34,67,1,1,2,1,57,0,0,0,3,646,2365,2365,1671,0,107,0,0,0,0,4,1,0,0,0,4,2,0,0,1,1,0,0,106,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,15,705,673,1,0,1084,27,1,0,6,0,0,1,11,0,0,2,0,0,634,1,0,1,3,1,103,2,1,0,0,14,1,0,2,1,1,0,184,516,61,333,24,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,103,0,link34
1,112,734,51,54,51,212,37,38,30,4,0,0,56,0,0,0,3,119,2096,2371,2370,95,107,0,0,0,0,4,2,0,1,0,2,4,0,1,1,1,1,0,1,106,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,32,1369,1,1,1142,540,14,16,2,2,3,213,19,30,181,2,2,1,1,626,0,0,1,1,1,0,103,0,0,1,0,0,1,0,1,0,1,0,1,0,104,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,103,link34
8,295,183,405,96,89,311,47,64,9,4,1,0,1,4,0,0,1,474,2366,2370,1977,0,1,1,0,0,0,8,123,0,1,0,1,4,0,1,1,2,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,2,1,1,3,1390,1,824,287,1,2,1,9,0,11,0,2,1,2,75,1,179,49,230,1,2,422,170,51,183,2,2,0,0,0,71,0,1,0,1,1,1,0,1,0,106,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,link34
1,76,784,66,63,33,262,38,45,1,1,0,2,1,0,0,0,19,1540,2366,2355,774,0,113,0,0,0,0,4,1,0,0,1,6,1,1,0,0,0,0,0,106,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,12,566,547,0,11,1,6,0,2,0,2,0,1,1387,1,0,0,3,1,626,3,1,1,229,1,103,0,467,82,56,14,181,2,0,1,0,1,0,1,0,104,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,103,link34
1,424,449,85,60,116,4,74,38,1,0,0,0,6,1,1,328,2366,2366,1991,54,189,0,1,0,0,0,6,2,173,1,1,1,2,3,0,1,1,2,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,2,0,1,1,2,1392,1,2,3,11,32,0,537,181,24,1184,150,51,3,1,8,0,1,3,49,229,0,30,0,2,2,72,0,0,0,1,1,0,1,0,1,106,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,link34
11,265,215,375,92,52,202,45,53,1,0,0,0,0,57,0,0,2,258,2307,2352,2135,0,0,112,0,0,0,5,1,0,0,0,2,4,1,0,1,1,0,0,106,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,9,1384,1,137,983,229,181,10,1,1,24,6,1,2,14,0,3,32,1,664,3,1,517,1,2,0,2,103,0,0,0,0,1,1,1,0,1,0,0,1,0,0,104,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,103,1,link34
1,39,763,126,47,235,4,46,54,1,1,0,53,0,0,0,2,2,1227,2366,2366,1091,107,0,0,0,0,3,2,1,0,0,1,5,1,0,0,1,1,1,0,106,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2,16,1387,1,1,1110,1,0,32,0,8,1,0,16,233,517,30,4,6,181,650,2,1,1,0,103,0,0,0,0,0,0,0,1,0,1,0,1,0,1,104,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,103,1,link34
1,273,211,395,82,55,228,43,52,1,1,0,0,0,72,1,10,279,2283,2366,2116,0,0,0,0,0,0,0,5,0,1,107,0,2,4,1,1,1,1,0,0,0,0,0,0,1,105,1,1,1,1,1,1,1,1,1,0,1,0,0,1,760,633,10,1,1102,16,8,1,2,181,14,1,32,3,229,0,29,3,658,1,516,1,2,1,2,1,0,0,0,0,104,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,104,0,1,0,0,1,0,1,0,0,0,1,0,link34
1,272,31,561,87,54,207,95,57,1,1,0,0,0,1,1,27,1319,2365,2370,975,0,0,0,115,0,0,0,4,2,0,0,0,2,4,0,1,0,1,1,0,0,106,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1044,349,187,923,1,9,49,540,230,29,2,3,14,3,181,2,0,2,106,529,0,1,0,1,0,0,103,0,0,0,1,0,1,0,1,0,1,0,0,1,104,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,103,link34
10,468,16,469,57,90,59,42,29,1,0,0,0,7,0,2,542,2366,2366,1778,104,0,0,1,0,0,0,10,0,1,1,0,1,2,2,1,1,2,1,1,2,0,3,1,0,0,1,0,1,74,72,78,49,0,2,0,0,0,50,0,3,1391,1,8,144,1053,519,3,230,30,181,24,2,3,32,17,100,6,2,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,512,0,0,0,105,1,0,0,0,1,0,1,1,0,0,0,0,1,0,link34
2,272,177,415,58,108,75,234,58,1,2,1,0,41,0,263,38,2095,2369,2360,189,0,0,93,1,0,0,0,6,0,1,0,0,2,3,0,0,1,402,0,1,94,0,0,0,0,1,0,0,1,1,1,1,1,1,0,98,0,0,0,2,3,378,0,830,559,0,0,0,8,1,97,0,1,16,1112,11,29,517,367,24,2,0,1,6,0,280,32,1,3,0,230,0,2,2,1,410,1,0,1,0,96,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,98,link32
5,272,200,395,52,95,192,65,59,12,3,0,1,52,1,265,252,2278,2366,2156,0,0,0,0,0,0,0,0,6,0,0,99,0,2,3,1,1,1,1,402,0,1,0,0,1,1,95,0,1,0,1,0,1,1,1,1,0,0,0,0,2,1096,779,1,1110,0,10,1,0,10,261,43,517,3,140,44,86,38,2,367,0,0,0,1,0,0,0,0,1,0,0,1,95,1,0,1,410,1,0,1,0,1,0,1,0,0,99,0,1,0,1,0,0,0,0,1,0,0,0,0,link32
238,243,386,57,100,142,35,56,1,0,0,0,0,235,1,31,2009,2369,2370,275,0,0,0,0,0,0,0,6,415,0,99,0,1,4,0,1,1,1,1,0,0,0,0,1,0,95,1,1,1,1,1,244,127,1,0,0,0,0,0,0,109,1389,1110,1,11,6,32,3,2,1,164,271,2,181,1,24,327,1,3,1,29,228,289,1,2,0,2,1,0,0,0,478,0,1,0,1,1,0,1,0,0,0,0,1,0,99,1,0,0,0,1,413,0,0,0,0,0,0,1,0,link32
