1,5,240,377,114,122,260,45,44,9,5,1,1,1,39,97,2,3,0,0,2,37,1331,2370,2372,1036,0,0,6,0,0,0,1,4,2,1,1,1,138,1,0,75,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,10,2,148,335,112,41,146,125,85,135,196,118,1110,1,32,3,0,229,29,1,516,0,24,0,10,0,2,0,2,0,6,1,1,1,0,181,0,3,0,14,1,0,2,0,2,0,0,0,1,1,1,1,0,0,0,1,1,0,0,link126
8,604,34,101,107,61,52,1,0,69,179,0,61,0,97,0,0,0,2,59,0,42,1756,2363,2254,583,6,0,98,0,0,2,4,0,1,1,138,0,0,0,0,1,0,0,0,45,0,0,1,1,1,1,1,0,0,1,0,0,0,0,65,1327,40,63,1110,1,2,24,3,29,3,2,7,0,181,516,1,3,1,229,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,link126
1,53,597,43,147,12,66,38,1,38,170,37,0,37,96,0,31,1303,2362,2370,989,0,0,93,1,0,1,5,0,0,0,1,2,4,0,1,1,1,137,0,75,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,2,453,942,40,2,1,1033,77,0,0,10,0,1,52,184,522,32,2,3,24,2,229,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,link126
76,202,444,148,73,82,36,101,46,9,3,2,0,1,38,176,2283,2371,2321,1,0,0,0,1,94,0,0,0,6,0,0,0,1,6,1,1,1,0,138,0,0,75,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,3,2,0,0,1,40,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,link126
47,229,538,38,49,49,54,84,84,4,13,19,3,48,17,99,116,1988,2361,2366,224,0,0,0,0,0,0,0,6,0,98,0,1,4,3,0,0,1,138,0,0,0,0,1,1,1,45,0,0,1,1,0,1,1,1,0,1,0,1,0,3,32,124,171,180,151,138,256,227,180,1,2,0,1,1,0,0,0,1,8,1,0,0,1,0,0,0,0,1,185,191,210,200,196,154,241,32,8,25,517,1,32,14,3,181,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,link126
2,263,112,478,40,69,154,10,54,30,1,0,0,0,234,0,1,1,3,1391,2367,2365,926,0,0,0,0,0,0,7,0,399,79,1,4,1,1,1,1,0,0,0,0,0,0,0,81,1,1,1,1,0,1,1,1,0,0,0,1,0,2,3,376,115,1,0,0,1,0,0,0,1,1,0,1,0,0,84,0,0,1,0,1,0,0,0,0,0,0,1,0,0,96,1096,0,1,0,408,0,1,0,1,0,0,1,0,40,47,0,1,0,0,0,1,0,0,0,0,0,1,link129
9,277,185,404,46,55,73,323,59,3,2,0,0,2,2,3,856,2362,2372,1460,0,0,0,0,83,0,0,0,7,0,163,237,1,3,2,0,1,1,0,0,1,81,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,link129
1,265,185,430,53,87,191,44,64,1,1,1,2,1,1,42,21,40,0,725,2361,2369,1540,0,0,440,0,0,7,1,0,1,1,1,4,0,0,1,1,1,0,1,81,0,0,0,0,1,0,1,1,1,402,1,0,1,0,81,0,0,1,19,635,492,252,0,0,1,8,0,0,0,82,1,1,11,696,416,0,3,1,3,1,126,104,0,32,418,244,1,0,24,1,297,220,0,1,2,1,6,1,83,1,1,1,14,1,0,29,0,1,2,1,0,2,1,370,33,0,91,link129
1,256,24,576,71,96,245,11,66,30,3,4,1,1,1,69,2,77,2307,2371,2235,65,0,0,0,166,209,0,4,1,0,0,93,1,4,1,0,0,398,1,0,1,0,0,1,0,1,91,0,1,1,1,1,1,1,0,256,126,0,0,1,13,7,168,726,331,1,0,32,1,0,0,1,0,1387,19,619,264,160,143,100,29,181,2,2,0,0,0,0,1,0,0,96,1,0,1,0,1,0,1,385,0,0,0,0,0,0,97,0,0,0,1,0,0,1,1,0,0,0,0,link123
2,205,566,233,12,190,72,59,12,21,3,1,66,1,0,0,0,2,207,2247,2362,2236,374,0,0,0,0,4,0,0,1,93,3,2,0,0,398,1,0,0,1,0,0,0,0,91,1,0,1,0,1,1,1,1,1,1,1,1,0,0,2,8,64,767,287,1,0,8,0,0,0,10,0,1,2,1367,21,6,32,1,989,29,1,14,3,0,229,0,1,242,370,1,181,1,24,0,2,1,1,386,1,2,1,1,0,0,97,1,1,0,0,0,1,0,0,0,0,0,1,0,link123
