1,263,86,510,88,53,205,95,58,1,1,0,0,0,0,1,24,753,2356,2361,1561,0,0,0,83,0,0,0,3,2,0,0,0,2,4,1,1,106,1,1,0,0,0,0,0,0,1,1,1,0,1,242,291,1,1,0,0,1,1,0,2,1037,356,8,1110,10,2,127,6,1,2,2,181,1,14,32,229,1,29,1,3,516,104,3,1,2,0,0,0,0,0,0,0,1,0,1,0,105,0,1,0,0,1,0,1,0,0,1,0,0,0,104,0,1,1,0,0,0,0,1,link34
1,273,9,573,78,58,222,23,48,26,1,0,0,0,0,58,0,0,3,57,1,0,1537,2365,2347,851,0,0,3,2,0,0,0,2,4,1,1,0,1,1,0,0,106,0,1,0,1,0,0,1,1,1,232,197,1,1,0,103,1,0,1,827,567,8,0,7,10,1,2,336,774,0,120,259,35,24,517,181,3,2,2,0,0,0,1,0,103,0,0,0,0,1,0,1,1,1,0,0,1,0,1,104,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,103,link34
6,201,436,49,216,48,64,8,4,1,3,22,63,7,26,1,5,2,0,2,30,1050,2361,2367,1354,0,5,1,0,0,0,2,2,2,0,1,1,0,0,0,105,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,3,6,35,137,581,649,1,1,1,1,10,0,1,1,0,699,420,7,443,1,2,1,32,3,1,3,2,218,283,181,0,517,1,30,1,92,0,541,70,2,1,0,14,1,1,99,0,1,0,0,0,1,1,0,372,1,1,1,1,0,link34
226,56,574,69,65,224,8,84,6,1,1,0,0,0,58,3,314,2315,2357,2066,0,0,0,0,107,0,0,3,2,1,0,0,2,4,0,1,1,1,1,1,0,106,0,0,0,0,1,0,1,1,139,290,1,1,0,0,103,1,0,0,3,1390,1,8,0,10,416,695,0,2,0,105,1,1,181,1,0,523,61,15,3,229,3,24,2,2,103,0,0,0,0,1,1,1,0,1,1,1,1,1,0,104,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,103,0,link34
9,605,36,83,16,75,72,67,142,2,0,0,73,4,56,50,107,27,2,644,2365,2364,1680,0,0,0,3,0,0,107,0,2,4,1,1,1,1,0,0,0,0,0,0,1,0,105,0,1,1,1,1,1,1,1,1,1,0,0,0,0,3,15,140,1246,1,2,1,8,1,0,0,2,1,0,10,827,289,409,241,2,1,384,134,32,1,14,0,3,0,333,0,3,1,181,1,29,1,0,2,0,2,0,0,0,104,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,link34
207,74,446,196,30,251,23,77,30,2,1,2,0,1,72,3,1640,2340,2231,838,0,0,0,0,0,0,0,1,4,0,1,107,1,3,3,0,0,1,1,1,1,0,0,0,0,0,105,0,1,1,1,191,237,1,1,0,0,1,1,0,288,1188,1132,2,7,10,8,3,2,229,1,1,516,1,32,0,89,209,1,29,1,3,0,24,0,2,0,2,0,0,0,104,0,1,0,1,0,0,1,0,1,0,1,1,1,0,46,59,1,0,1,0,0,1,0,0,0,0,1,0,link34
1,190,467,69,241,9,78,28,6,2,1,0,55,0,0,0,0,0,0,3,14,1958,2372,2366,448,0,3,3,0,0,0,2,2,2,0,1,1,1,0,1,106,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,2,2,9,79,902,133,0,1,0,685,704,0,0,1,0,0,1,1,442,1,1,8,1,0,0,0,1,200,88,43,373,290,2,516,1,2,0,1,2,78,0,1,0,319,0,0,0,1,0,0,0,101,1,0,0,0,1,1,1,0,link34
129,177,199,384,77,85,46,3,82,17,5,1,0,0,50,314,801,1457,1375,1187,1034,690,558,0,109,0,0,0,3,2,0,0,0,2,4,1,1,1,1,1,0,0,108,0,0,0,0,1,0,1,1,1,0,1,1,1,47,59,0,1,58,269,246,199,242,396,0,1,1,1,8,82,25,0,1,20,46,251,334,349,149,0,0,0,30,0,526,0,516,1,0,0,1,10,1,0,1,0,1,0,1,93,13,1,1,0,1,2,0,0,0,0,3,0,1,0,24,0,0,103,link34
8,215,440,66,232,9,91,113,103,44,1,0,78,1,3,2,0,0,0,2,448,2355,2369,1879,0,0,1,3,0,0,107,1,4,3,0,0,1,1,0,0,0,0,1,0,0,105,1,0,1,1,1,1,1,0,1,0,1,0,0,0,2,5,52,612,734,0,0,0,8,1,0,3,147,998,0,517,10,1,729,1,4,0,24,0,6,0,229,0,1,1,1,117,1,30,0,2,0,2,0,1,0,1,0,0,0,104,0,0,1,0,0,1,0,0,0,1,0,1,0,0,link34
1,12,614,58,198,343,41,40,27,2,0,0,0,52,263,0,0,0,0,0,17,1853,2363,2351,467,0,0,6,0,0,99,0,1,4,0,0,1,1,402,0,0,0,0,0,0,95,1,1,0,1,1,1,1,1,0,0,1,0,0,0,125,358,20,94,803,482,0,0,0,8,0,0,0,6,1,70,29,21,941,527,2,3,1,229,3,1,29,2,1,516,95,24,1,2,1,32,410,14,1,181,1,0,2,1,0,99,0,0,0,0,0,1,0,0,0,1,0,0,0,1,link32
1,72,600,84,110,171,41,27,4,2,0,0,42,1,264,0,247,0,1,35,1324,2367,2362,1061,0,0,6,1,0,0,0,1,2,3,0,1,1,0,402,0,94,1,0,0,0,0,0,1,1,1,1,1,1,1,1,98,0,0,0,0,378,6,34,387,700,1,0,8,1,0,97,289,1109,191,30,34,139,745,14,3,24,229,2,0,0,99,1,1,1,0,0,0,1,0,1,410,1,0,1,0,96,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,98,1,0,link32
49,224,263,369,53,132,139,46,56,4,2,0,0,0,57,267,61,0,567,2357,2371,1698,0,0,0,0,0,0,6,0,0,99,0,2,3,0,0,1,402,0,1,0,0,0,0,1,95,1,1,0,1,1,1,1,0,1,0,1,0,0,23,1093,476,8,876,512,1,11,0,2,1,0,6,1,1,0,112,0,368,1,0,548,181,232,30,3,24,2,2,0,0,95,1,0,1,1,410,0,1,0,1,0,0,1,0,0,99,0,0,0,0,0,1,0,0,0,0,0,1,0,link32
