157,298,399,74,89,123,55,42,31,2,1,0,0,319,0,7,837,2413,2412,1385,0,0,0,0,0,0,0,5,1,408,108,0,1,4,1,1,0,1,1,0,0,0,0,0,400,1,99,0,1,1,1,0,1,1,0,1,0,0,1,0,3,1390,1,8,809,303,11,2,1,6,1,32,1,14,3,1,3,229,1,30,0,181,0,24,0,516,0,1,1,755,242,100,0,1,0,406,1,0,1,0,1,0,0,0,0,0,102,0,370,0,1,0,0,1,0,0,0,0,1,0,link113
1,274,209,392,72,134,138,196,100,1,1,0,0,0,70,1,67,975,2408,2321,1283,0,1,0,0,0,0,0,5,1,406,108,0,1,4,1,1,1,0,0,0,0,410,0,0,0,99,1,0,1,1,1,0,1,1,1,0,1,0,0,1,18,1215,165,0,47,15,1109,1,517,1,1,29,14,1,3,11,219,178,4,24,1,1,2,1,2,1,0,0,1,988,0,100,401,1,0,1,0,1,0,1,0,0,0,0,0,1,488,0,0,1,0,0,0,1,0,0,0,0,0,link113
2,90,688,147,102,31,80,116,271,41,3,0,0,1,69,1923,2408,2413,241,0,0,0,103,0,0,0,0,0,5,408,0,1,2,3,0,1,0,1,1,0,101,1,0,0,400,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2,446,969,1109,1,2,2,32,30,2,3,1,24,14,229,1,3,0,181,52,465,0,2,1,2,0,0,0,1,120,975,0,1,0,0,406,0,1,0,1,101,0,0,1,0,1,0,0,154,216,0,0,1,0,0,1,0,0,0,102,link113
2,407,85,420,145,241,8,74,35,5,0,0,0,51,3,2,334,2408,2413,1894,0,0,0,490,0,0,0,5,1,0,0,0,1,2,3,1,1,1,1,424,0,101,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,1391,1,10,1,1109,1,0,8,0,2,0,14,1,1,525,32,5,230,181,24,30,2,1,0,0,0,1,1,480,989,1,0,1,0,1,0,1,0,1,1,101,1,393,0,0,0,1,0,0,0,1,0,1,0,0,0,0,371,85,link113
2,257,478,233,92,54,80,66,9,1,0,0,294,4,59,506,2314,2405,1769,0,0,0,103,0,0,0,1,5,408,0,0,1,2,2,1,1,1,1,0,0,101,0,0,185,216,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,2,1222,170,8,0,1109,1,10,1,0,2,0,38,48,232,31,279,412,2,2,0,0,1,0,0,0,0,1,922,173,0,0,0,111,296,1,0,1,0,1,101,0,0,0,0,1,0,370,0,1,0,0,1,0,0,0,0,1,102,0,link113
9,288,180,485,38,52,149,52,58,11,3,0,0,300,0,2,20,2232,1639,0,0,0,0,1754,1597,190,0,0,5,0,0,65,0,3,326,0,1,1,1,1,73,0,0,0,1,0,1,402,0,0,0,101,0,0,0,0,1,0,0,0,3,1113,1,747,640,0,2,0,0,2,1,9,245,15,53,32,181,5,516,1,2,0,0,1,0,0,0,0,1,0,987,0,0,1,1,0,101,378,0,1,0,0,0,0,0,0,0,0,0,0,392,101,0,0,0,1,0,0,0,1,link113
11,264,355,275,39,106,107,49,33,27,1,0,0,84,233,0,0,2,387,2408,2413,1843,0,0,0,0,0,0,5,356,52,108,1,1,4,1,0,1,1,1,0,0,1,1,400,0,99,0,1,0,1,1,1,1,1,1,0,0,0,0,2,805,318,676,712,0,11,0,2,233,8,545,2,24,3,181,14,32,2,1,0,0,0,1,1,0,0,0,1,1,995,100,0,1,0,109,297,1,0,1,0,0,0,0,0,0,0,102,1,369,1,0,1,1,1,1,0,0,1,1,link113
10,861,44,144,89,47,57,30,5,0,0,0,319,0,0,2,288,2363,2313,2087,0,0,0,0,0,0,5,1,408,108,0,1,4,0,1,0,1,1,0,0,0,0,208,193,0,99,1,1,1,1,1,1,1,0,0,0,1,1,0,0,126,1015,1362,8,2,1,1,10,516,0,3,6,0,2,32,1,3,1,229,0,14,143,39,0,24,0,30,1,533,464,101,1,1,406,0,1,1,1,0,0,0,0,0,0,0,102,1,370,0,0,1,1,1,0,0,0,0,0,1,0,link113
1,185,95,387,247,37,100,109,47,53,6,0,0,0,317,3,15,1673,2412,2412,538,0,0,0,0,0,0,0,0,5,408,0,108,0,2,3,1,0,1,1,0,0,0,0,0,0,400,1,99,1,1,1,1,1,1,1,0,0,1,0,0,11,799,1053,644,8,2,29,3,2,1,11,24,0,517,14,1,32,0,6,3,0,229,0,181,1,2,0,2,1,0,995,1,100,1,0,406,0,1,0,1,0,0,0,0,1,0,102,1,0,370,0,0,0,0,0,0,0,0,0,link113
9,604,194,136,323,50,50,17,26,1,0,0,45,0,0,0,0,0,0,2,1173,2408,2414,1543,0,0,5,0,0,1,0,1,4,0,1,1,1,424,0,101,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,83,1310,1,901,217,11,4,6,32,2,1,2,24,1,14,229,3,1,29,516,1,181,1,2,1,1,1,0,1469,0,1,0,1,0,1,0,1,0,1,0,101,0,393,0,0,1,0,0,0,0,1,0,1,0,0,1,102,353,0,0,link113
