40,371,432,67,34,79,109,51,54,4,1,0,0,1,2,373,96,1639,2125,2350,860,0,0,0,1,93,0,0,7,0,0,0,1,2,3,431,0,1,1,0,0,88,1,0,0,0,0,1,0,1,1,377,1,1,0,0,0,92,0,0,76,1317,1,482,637,174,243,3,181,6,24,96,1,3,2,642,277,14,1,2,1,32,0,229,0,2,94,346,1,0,0,0,1,0,1,0,1,351,1,0,0,92,0,0,0,0,159,212,0,0,0,1,0,1,0,0,0,0,5,467,link111
47,225,548,85,89,324,13,71,27,1,0,0,0,46,2,319,2360,2367,2022,0,0,0,0,93,0,0,0,6,1,0,381,1,1,4,1,0,1,1,1,0,88,0,0,369,0,0,0,1,1,1,1,1,1,1,0,0,92,1,196,203,3,90,1305,1,0,8,0,1109,43,517,24,485,6,14,30,229,1,181,2,6,110,266,2,1,0,0,94,1,0,0,0,334,1,0,1,0,1,0,1,0,0,521,0,1,0,1,1,0,0,0,1,0,25,344,0,0,0,1,99,0,link111
8,473,367,84,76,102,247,64,1,1,0,0,0,44,0,0,2,44,1449,2309,2366,903,0,93,0,0,0,6,1,24,357,0,1,2,2,0,1,1,1,0,0,88,0,0,369,1,1,1,1,1,1,1,1,0,1,92,1,0,56,343,3,1333,60,8,0,10,15,568,551,32,559,621,1,2,3,1,3,229,1,2,0,396,0,30,0,2,94,0,1,0,0,335,0,1,0,1,1,1,0,1,0,521,0,1,0,0,0,1,1,0,0,0,0,368,0,0,0,5,1,94,link111
2,433,27,434,27,177,10,282,34,2,0,0,0,3,48,0,2,27,1481,2370,2181,1011,0,0,94,0,0,0,6,381,0,0,1,2,3,1,1,1,1,0,0,88,0,350,20,1,0,1,0,1,1,1,1,1,0,1,92,0,1,398,2,505,628,181,0,230,2,0,1386,1,0,507,0,1,6,0,3,0,0,2,0,248,157,1,30,0,95,1,1,3,0,110,239,0,259,258,1,0,2,0,1,107,416,1,0,0,0,0,1,0,0,0,1,368,0,0,1,0,76,24,link111
108,343,380,114,38,22,13,359,49,33,24,1,0,0,0,0,0,2,1072,2366,2365,1263,68,0,0,0,0,0,0,6,1,381,2,3,1,0,90,0,1,1,1,0,0,0,369,1,1,1,1,1,1,1,90,1,1,1,0,0,0,1,567,1224,1,1003,108,0,8,93,0,2,0,257,135,0,253,9,517,32,47,135,3,24,495,2,2,1,0,0,0,0,1,0,334,0,1,0,93,0,1,0,0,1,430,1,0,0,0,0,1,1,0,12,82,1,368,0,0,0,0,0,link111
123,350,392,80,104,162,59,45,5,1,0,0,0,67,2,3,348,1787,2309,2327,302,0,0,407,0,0,0,6,0,0,93,1,1,4,1,0,1,1,1,414,0,0,0,0,0,0,89,0,1,1,1,1,1,0,0,0,400,0,1,1,536,858,98,1104,0,8,0,2,425,184,24,546,1,14,229,3,96,2,391,1,0,0,1,0,0,0,0,1,0,402,93,1,0,1,0,1,0,1,0,0,430,0,0,1,0,93,0,1,0,0,0,0,369,0,0,0,0,5,1,0,link111
1,264,41,528,57,151,102,223,56,7,1,0,0,0,1,48,22,154,2084,2369,2366,79,0,0,0,93,0,0,6,0,381,0,0,1,4,0,0,1,1,0,0,88,1,1,369,0,1,0,1,0,1,1,1,1,1,0,92,0,0,399,1,9,544,846,0,0,19,971,149,2,517,483,14,29,1,3,32,0,229,1,181,0,396,1,2,0,95,0,1,0,0,1,334,1,0,1,1,1,0,0,1,0,521,1,1,0,0,0,1,0,0,0,1,368,0,0,0,0,5,94,link111
9,669,233,10,93,191,60,49,4,0,0,0,64,5,60,0,0,1751,2371,2374,513,0,407,0,0,0,0,6,0,94,1,0,4,1,0,1,1,1,414,0,1,1,0,0,0,89,1,1,1,1,1,1,1,0,0,0,399,0,1,0,189,1018,0,1018,378,2,6,377,10,1,32,2,181,3,1,124,3,1,620,1,517,0,14,0,24,0,2,1,0,402,93,1,1,1,0,1,0,1,0,0,430,0,1,0,0,93,0,0,0,0,0,254,116,0,0,0,0,5,0,0,link111
6,290,158,430,52,175,5,280,81,3,2,0,0,0,2,3,375,2365,2365,1962,0,0,0,0,0,93,0,6,1,1,381,0,1,2,3,0,1,1,1,1,0,88,0,370,0,0,1,0,0,1,1,1,1,1,1,0,0,92,0,399,2,1391,1,8,2,1108,0,12,244,181,30,485,32,517,1,32,3,2,2,0,1,0,373,1,0,0,94,0,0,0,0,0,334,0,1,0,1,0,1,0,0,200,322,1,0,0,0,1,0,1,0,1,0,368,1,0,1,0,5,94,link111
2,275,193,425,69,87,301,46,59,4,0,0,0,0,45,4,172,2150,2338,2202,211,0,0,0,93,0,0,0,7,0,381,0,0,1,4,0,1,1,1,1,0,1,88,0,370,0,1,1,1,1,1,0,1,1,1,0,92,0,1,399,2,1392,1,8,0,32,10,0,1,2,1,497,0,1111,238,545,178,4,24,2,3,2,373,1,0,0,94,0,1,0,0,1,334,1,0,1,0,1,0,1,0,1,521,1,1,0,0,1,0,0,0,0,1,369,0,0,0,0,99,0,link111
